run_id,model_name,vector_a,vector_a_type,vector_a_family,vector_b,vector_b_type,vector_b_family,cosine
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.5586039423942566
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.6722241640090942
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.5968656539916992
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.6824836730957031
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.6174094080924988
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.47369101643562317
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.459970086812973
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.5327566266059875
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0000003576278687
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.5948778390884399
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.44795459508895874
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.5702794790267944
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.6201752424240112
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.5693120956420898
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.5870529413223267
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.5195730328559875
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.6651986837387085
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.0000001192092896
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.44089534878730774
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.7440082430839539
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.6508773565292358
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.6890160441398621
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.6969212889671326
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.29431480169296265
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.596747875213623
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.000000238418579
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.40332090854644775
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.42244595289230347
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.41837048530578613
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.4763982594013214
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.49512046575546265
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.32584550976753235
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.000000238418579
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.7236266136169434
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.7349141240119934
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.6315507292747498
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.2523307502269745
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.5807240009307861
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.6629442572593689
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.5672377347946167
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,0.45949074625968933
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.7983322143554688
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.0000001192092896
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.5841973423957825
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.36466121673583984
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.5583764910697937
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0000001192092896
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.35085561871528625
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.5079551339149475
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.0000001192092896
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.48512381315231323
jbshield-qwen-phase2-qwen3-14b,qwen3-14b,toxic,toxic,toxic,toxic,toxic,toxic,1.000000238418579
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.000000238418579
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.13279598951339722
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.10463620722293854
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.7239455580711365
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.05399327725172043
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.24711500108242035
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.16738267242908478
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.08769728988409042
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,-0.016907867044210434
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.23081351816654205
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0000001192092896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.11673719435930252
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.17225204408168793
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.09381446987390518
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.541735053062439
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.5070157647132874
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.07821837067604065
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.07106563448905945
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.6418951153755188
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.0
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.05493756756186485
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.6549654006958008
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.1893942654132843
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.12126569449901581
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.7532733678817749
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.1802777200937271
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.19990664720535278
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,0.9999998807907104
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.02954290248453617
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.19157074391841888
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.15697050094604492
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.0408460833132267
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.014799307100474834
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.20421074330806732
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,0.9999997615814209
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.1560945361852646
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.095099076628685
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.6661880612373352
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.2817789316177368
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.1363103836774826
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0000001192092896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.6255942583084106
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.1646561175584793
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,-0.0017768782563507557
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.8157711029052734
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,1.0000001192092896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.09425055980682373
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.0470665879547596
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.6206015944480896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0000001192092896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.16070415079593658
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.1665000319480896
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.000000238418579
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.004864934366196394
jbshield-qwen-phase2-qwen3-32b,qwen3-32b,toxic,toxic,toxic,toxic,toxic,toxic,1.0000001192092896
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__autodan,jailbreak,autodan,1.0000001192092896
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__base64,jailbreak,base64,0.30170878767967224
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__drattack,jailbreak,drattack,0.6005637645721436
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__gcg,jailbreak,gcg,0.7995805740356445
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__ijp,jailbreak,ijp,0.5959265828132629
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__pair,jailbreak,pair,0.7249483466148376
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__puzzler,jailbreak,puzzler,0.38846755027770996
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__saa,jailbreak,saa,0.22534367442131042
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,jailbreak__zulu,jailbreak,zulu,0.355360746383667
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__autodan,jailbreak,autodan,toxic,toxic,toxic,-0.3668387532234192
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__base64,jailbreak,base64,1.0
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__drattack,jailbreak,drattack,0.3697567284107208
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__gcg,jailbreak,gcg,0.2379484474658966
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__ijp,jailbreak,ijp,0.3033844232559204
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__pair,jailbreak,pair,0.4078623950481415
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__puzzler,jailbreak,puzzler,0.6478785872459412
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__saa,jailbreak,saa,0.12505222856998444
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,jailbreak__zulu,jailbreak,zulu,0.3434326648712158
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__base64,jailbreak,base64,toxic,toxic,toxic,-0.6805667281150818
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__drattack,jailbreak,drattack,1.0
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__gcg,jailbreak,gcg,0.5148608684539795
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__ijp,jailbreak,ijp,0.6211745142936707
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__pair,jailbreak,pair,0.6272882223129272
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__puzzler,jailbreak,puzzler,0.48277315497398376
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__saa,jailbreak,saa,0.3014352321624756
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,jailbreak__zulu,jailbreak,zulu,0.36890608072280884
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__drattack,jailbreak,drattack,toxic,toxic,toxic,-0.4334060251712799
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__gcg,jailbreak,gcg,1.000000238418579
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__ijp,jailbreak,ijp,0.5286202430725098
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__pair,jailbreak,pair,0.5412357449531555
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__puzzler,jailbreak,puzzler,0.33333852887153625
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__saa,jailbreak,saa,0.2155550867319107
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,jailbreak__zulu,jailbreak,zulu,0.28443458676338196
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__gcg,jailbreak,gcg,toxic,toxic,toxic,-0.31078603863716125
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,jailbreak__ijp,jailbreak,ijp,1.0000001192092896
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,jailbreak__pair,jailbreak,pair,0.7045487761497498
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,jailbreak__puzzler,jailbreak,puzzler,0.3900192379951477
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,jailbreak__saa,jailbreak,saa,0.2917112708091736
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,jailbreak__zulu,jailbreak,zulu,0.3632277548313141
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__ijp,jailbreak,ijp,toxic,toxic,toxic,-0.36949974298477173
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__pair,jailbreak,pair,jailbreak__pair,jailbreak,pair,1.0000001192092896
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__pair,jailbreak,pair,jailbreak__puzzler,jailbreak,puzzler,0.4435312747955322
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__pair,jailbreak,pair,jailbreak__saa,jailbreak,saa,0.22614242136478424
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__pair,jailbreak,pair,jailbreak__zulu,jailbreak,zulu,0.604276716709137
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__pair,jailbreak,pair,toxic,toxic,toxic,-0.4941451847553253
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__puzzler,jailbreak,puzzler,0.9999998807907104
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__saa,jailbreak,saa,0.16938041150569916
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__puzzler,jailbreak,puzzler,jailbreak__zulu,jailbreak,zulu,0.30635204911231995
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__puzzler,jailbreak,puzzler,toxic,toxic,toxic,-0.756154477596283
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__saa,jailbreak,saa,jailbreak__saa,jailbreak,saa,1.0000001192092896
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__saa,jailbreak,saa,jailbreak__zulu,jailbreak,zulu,0.08433610945940018
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__saa,jailbreak,saa,toxic,toxic,toxic,-0.14215460419654846
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__zulu,jailbreak,zulu,jailbreak__zulu,jailbreak,zulu,1.000000238418579
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,jailbreak__zulu,jailbreak,zulu,toxic,toxic,toxic,-0.3899044692516327
jbshield-qwen-phase2-qwen3-8b,qwen3-8b,toxic,toxic,toxic,toxic,toxic,toxic,1.0
